epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
2,182.538,1.9792,1.72405,2.24105,0.86332,0.36364,0.52546,0.25235,1.94301,2.23832,2.19502,0.09502,2.00005e-05,2.00005e-05
3,256.392,1.68358,1.46181,1.86152,0.77421,0.46829,0.59631,0.22263,2.17711,2.06877,2.32524,0.092024,2.40016e-05,2.40016e-05
4,324.263,1.63957,1.19788,1.85256,0.72418,0.54545,0.67577,0.26338,2.14472,1.97088,2.30258,0.089022,2.20033e-05,2.20033e-05
5,447.164,1.66636,1.11779,1.74542,0.74788,0.63636,0.72177,0.32257,2.04516,1.96791,2.14769,0.086014,1.40056e-05,1.40056e-05
1,137.991,2.32847,3.20985,3.23363,0.81251,0.22727,0.37085,0.16642,2.09481,2.4119,2.57318,0.09801,1e-05,1e-05
2,227.019,1.97925,1.72165,2.2379,0.8239,0.36364,0.52402,0.24887,1.99859,2.22576,2.25942,0.0950225,2.25003e-05,2.25003e-05
3,301.932,1.68409,1.54552,1.8526,0.61981,0.45455,0.56559,0.22125,2.26339,2.17251,2.40327,0.092032,3.20008e-05,3.20008e-05
4,373.914,1.54107,1.30491,1.80957,0.71474,0.59091,0.69719,0.28817,2.03059,2.16154,2.16623,0.0890385,3.85016e-05,3.85016e-05
5,490.314,1.53538,1.13857,1.65277,0.78426,0.63636,0.6967,0.35275,1.86376,2.15025,2.02688,0.086042,4.20028e-05,4.20028e-05
6,811.258,1.356,0.82864,1.58149,0.78547,0.59091,0.76363,0.45791,1.73325,2.03343,1.87536,0.0830425,4.25043e-05,4.25043e-05
7,891.282,1.22861,0.73048,1.52594,0.92222,0.53939,0.73932,0.4531,1.63603,2.14732,1.75356,0.08004,4.0006e-05,4.0006e-05
8,969.476,1.26178,0.65273,1.43905,0.8307,0.5,0.74752,0.48168,1.5639,2.08284,1.6691,0.0770345,3.45081e-05,3.45081e-05
9,1072.92,1.31749,0.66951,1.58446,0.87793,0.5,0.78426,0.52197,1.54371,1.98028,1.64308,0.074026,2.60104e-05,2.60104e-05
10,1203.89,1.16715,0.6298,1.44767,1,0.61129,0.88796,0.56984,1.48043,1.89788,1.61122,0.0710145,1.4513e-05,1.4513e-05
1,11.9364,2.17332,3.83176,2.55797,0.00227,0.68182,0.20633,0.05644,2.04683,3.96982,2.34782,0.09901,1e-05,1e-05
2,23.1492,1.81246,3.38299,2.14019,0.0037,0.5,0.25215,0.07582,2.27044,4.0294,2.947,0.097027,2.703e-05,2.703e-05
3,33.7425,1.57458,3.14068,1.90502,0.00429,0.54545,0.03953,0.01128,2.59917,3.81734,3.22113,0.0950401,4.01e-05,4.01e-05
4,44.7611,1.38092,2.92135,1.67079,0.00405,0.5,0.01868,0.00448,2.66389,3.83077,3.30585,0.0930492,4.921e-05,4.921e-05
5,55.2306,1.30395,2.70686,1.68183,0.00372,0.45455,0.01902,0.00335,2.64911,4.0475,3.40821,0.0910544,5.436e-05,5.436e-05
6,65.8964,1.14178,2.55329,1.52915,0.00432,0.5,0.01884,0.00348,2.72803,4.06677,3.42648,0.0890556,5.555e-05,5.555e-05
7,77.1698,1.23961,2.06637,1.50415,0.00419,0.5,0.01796,0.00417,2.73505,4.07935,3.50671,0.0870528,5.278e-05,5.278e-05
8,88.1949,1.08591,2.20972,1.35696,0.00362,0.45455,0.06094,0.00907,2.70979,3.97058,3.58578,0.0850461,4.605e-05,4.605e-05
9,98.8848,1.20571,1.92222,1.38822,0.00346,0.45455,0.13699,0.01562,2.75184,4.00676,3.64179,0.0830354,3.536e-05,3.536e-05
10,109.74,1.1451,1.73874,1.39327,0.00343,0.45455,0.102,0.01222,2.74701,3.94485,3.50588,0.0810207,2.071e-05,2.071e-05
1,19.4734,2.17332,3.83176,2.55797,0.00227,0.68182,0.20633,0.05644,2.04683,3.96982,2.34782,0.09901,1e-05,1e-05
2,31.6197,1.80894,3.38675,2.1393,0.00371,0.5,0.17016,0.05936,2.26772,4.02498,2.95793,0.0970294,2.9406e-05,2.9406e-05
3,42.0959,1.57776,3.12516,1.90004,0.00435,0.54545,0.04081,0.00919,2.56161,3.82386,3.23855,0.095048,4.802e-05,4.802e-05
4,52.3714,1.40214,2.90868,1.67683,0.0036,0.45455,0.02046,0.0065,2.85005,3.82052,3.58776,0.0930658,6.5842e-05,6.5842e-05
5,63.03,1.29061,2.60324,1.58774,0.00324,0.40909,0.04559,0.0074,2.81148,3.91332,3.56913,0.0910829,8.2872e-05,8.2872e-05
6,73.5534,1.11606,2.33873,1.46739,0.00372,0.5,0.06566,0.01223,2.6931,3.81039,3.37094,0.0890991,9.911e-05,9.911e-05
7,83.8837,1.16036,1.97251,1.38376,0.00313,0.5,0.07664,0.01308,2.75328,3.79219,3.42954,0.0871146,0.000114556,0.000114556
8,94.2887,1.0815,1.79042,1.28206,0.00354,0.54545,0.09417,0.01898,2.63093,3.711,3.14209,0.0851292,0.00012921,0.00012921
9,104.443,1.22173,1.5672,1.39172,0.00437,0.63636,0.13109,0.03166,2.59492,3.65274,3.1491,0.0831431,0.000143072,0.000143072
10,114.852,1.09113,1.31962,1.31457,0.00455,0.63636,0.21872,0.05207,2.42629,3.62624,2.78044,0.0811561,0.000156142,0.000156142
11,125.221,1.0431,1.23282,1.2465,0.00509,0.68182,0.34628,0.08894,2.29625,3.60638,2.59388,0.0791684,0.00016842,0.00016842
12,136.014,1.07848,1.18748,1.32198,0.00504,0.68182,0.37303,0.11194,2.25935,3.60376,2.47779,0.0771799,0.000179906,0.000179906
13,146.639,1.15878,1.11821,1.31721,0.00452,0.63636,0.38067,0.15081,2.21535,3.5536,2.34949,0.0751906,0.0001906,0.0001906
14,156.986,0.94519,1.0583,1.2475,0.00476,0.68182,0.4316,0.15558,2.19944,3.56124,2.28352,0.0732005,0.000200502,0.000200502
15,167.35,0.96203,1.02714,1.19724,0.00704,0.72727,0.39484,0.13786,2.08842,3.58809,2.10793,0.0712096,0.000209612,0.000209612
16,178.716,0.99967,0.92242,1.24521,0.01304,0.68182,0.46441,0.18466,1.927,3.58407,1.9444,0.0692179,0.00021793,0.00021793
17,189.336,0.79681,0.84639,1.09614,0.02538,0.68182,0.44635,0.16526,1.81765,3.59374,1.8357,0.0672255,0.000225456,0.000225456
18,199.984,0.97298,0.81258,1.22534,0.04748,0.72727,0.50097,0.18791,1.74203,3.5978,1.73361,0.0652322,0.00023219,0.00023219
19,210.495,0.93467,0.85343,1.13349,0.07767,0.72727,0.54505,0.19585,1.66541,3.61033,1.66537,0.0632381,0.000238132,0.000238132
20,220.848,0.8796,0.76182,1.15099,0.10135,0.68182,0.58792,0.23559,1.60604,3.59583,1.72408,0.0612433,0.000243282,0.000243282
21,231.993,0.86829,0.77058,1.19425,0.11538,0.68182,0.61298,0.22781,1.60942,3.56874,1.78073,0.0592476,0.00024764,0.00024764
22,242.428,0.89858,0.74472,1.09484,0.12195,0.68182,0.63592,0.26957,1.58683,3.4935,1.72964,0.0572512,0.000251206,0.000251206
23,252.818,0.88662,0.70719,1.17506,0.11194,0.68182,0.6396,0.33025,1.57268,3.39384,1.68116,0.055254,0.00025398,0.00025398
24,263.311,0.74063,0.64819,1.06238,0.11679,0.72727,0.66947,0.38608,1.435,3.3039,1.52802,0.053256,0.000255962,0.000255962
25,273.999,0.77282,0.65707,1.16931,0.1194,0.72727,0.70967,0.43607,1.31194,3.178,1.43999,0.0512572,0.000257152,0.000257152
26,284.468,0.77086,0.63644,1.11511,0.1223,0.77273,0.67483,0.41773,1.29686,3.1646,1.44081,0.0492576,0.00025755,0.00025755
27,294.881,0.70274,0.66279,1.0274,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.0472572,0.000257156,0.000257156
28,305.131,0.7952,0.60829,1.04915,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.045256,0.00025597,0.00025597
29,315.397,0.79848,0.62605,1.04237,0.58547,0.54545,0.55157,0.31585,1.44694,3.20819,1.65845,0.043254,0.000253992,0.000253992
30,325.936,0.6908,0.56685,0.98263,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0412512,0.000251222,0.000251222
31,336.393,0.73477,0.57423,1.04374,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0392477,0.00024766,0.00024766
32,346.599,0.81546,0.5682,1.07742,0.6518,0.34134,0.52242,0.33308,1.24021,3.11825,1.41754,0.0372433,0.000243306,0.000243306
33,357.004,0.70096,0.63022,1.08016,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0352382,0.00023816,0.00023816
34,367.428,0.65597,0.57408,1.03377,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0332322,0.000232222,0.000232222
35,377.708,0.7391,0.52833,1.00036,0.8182,0.40916,0.67658,0.52576,0.92807,2.6399,1.14622,0.0312255,0.000225492,0.000225492
36,388.337,0.57453,0.58847,0.988,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.029218,0.00021797,0.00021797
37,398.693,0.72481,0.54629,1.00009,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.0272097,0.000209656,0.000209656
38,409.025,0.65357,0.55234,0.97769,0.88477,0.54545,0.86079,0.68167,0.79029,2.17162,1.05109,0.0252006,0.00020055,0.00020055
39,419.569,0.65771,0.55881,1.06394,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.0231907,0.000190652,0.000190652
40,429.967,0.5946,0.57716,0.93166,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.02118,0.000179962,0.000179962
41,440.415,0.61583,0.53606,0.93355,1,0.70191,0.94886,0.79327,0.68607,1.77463,0.99544,0.0191685,0.00016848,0.00016848
42,450.954,0.49171,0.498,0.89292,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0171562,0.000156206,0.000156206
43,461.341,0.5403,0.5251,0.95738,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0151431,0.00014314,0.00014314
44,471.855,0.58983,0.48889,0.99425,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0131293,0.000129282,0.000129282
45,482.201,0.58885,0.52506,0.94606,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0111146,0.000114632,0.000114632
46,492.503,0.61842,0.5498,0.97063,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00909919,9.919e-05,9.919e-05
47,502.892,0.55389,0.51377,1.00816,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00708296,8.2956e-05,8.2956e-05
48,513.216,0.70103,0.51216,1.05508,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00506593,6.593e-05,6.593e-05
49,523.693,0.57022,0.49781,0.94913,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00304811,4.8112e-05,4.8112e-05
50,534.006,0.63041,0.5096,0.96156,0.98977,0.95455,0.9902,0.85902,0.5715,0.97579,0.94487,0.0010295,2.9502e-05,2.9502e-05
1,27.9707,2.17332,3.83176,2.55797,0.00227,0.68182,0.20633,0.05644,2.04683,3.96982,2.34782,0.09901,1e-05,1e-05
2,43.9111,1.81246,3.38299,2.14019,0.0037,0.5,0.25215,0.07582,2.27044,4.0294,2.947,0.097027,2.703e-05,2.703e-05
3,57.6294,1.57458,3.14068,1.90502,0.00429,0.54545,0.03953,0.01128,2.59917,3.81734,3.22113,0.0950401,4.01e-05,4.01e-05
4,70.869,1.38092,2.92135,1.67079,0.00405,0.5,0.01868,0.00448,2.66389,3.83077,3.30585,0.0930492,4.921e-05,4.921e-05
5,83.3716,1.30395,2.70686,1.68183,0.00372,0.45455,0.01902,0.00335,2.64911,4.0475,3.40821,0.0910544,5.436e-05,5.436e-05
6,96.3997,1.14178,2.55329,1.52915,0.00432,0.5,0.01884,0.00348,2.72803,4.06677,3.42648,0.0890556,5.555e-05,5.555e-05
7,108.766,1.23961,2.06637,1.50415,0.00419,0.5,0.01796,0.00417,2.73505,4.07935,3.50671,0.0870528,5.278e-05,5.278e-05
8,121.177,1.08591,2.20972,1.35696,0.00362,0.45455,0.06094,0.00907,2.70979,3.97058,3.58578,0.0850461,4.605e-05,4.605e-05
9,133.552,1.20571,1.92222,1.38822,0.00346,0.45455,0.13699,0.01562,2.75184,4.00676,3.64179,0.0830354,3.536e-05,3.536e-05
10,145.824,1.1451,1.73874,1.39327,0.00343,0.45455,0.102,0.01222,2.74701,3.94485,3.50588,0.0810207,2.071e-05,2.071e-05
1,11.2061,2.17332,3.83176,2.55797,0.00227,0.68182,0.20633,0.05644,2.04683,3.96982,2.34782,0.09901,1e-05,1e-05
2,23.3436,1.80894,3.38675,2.1393,0.00371,0.5,0.17016,0.05936,2.26772,4.02498,2.95793,0.0970294,2.9406e-05,2.9406e-05
3,35.1035,1.57776,3.12516,1.90004,0.00435,0.54545,0.04081,0.00919,2.56161,3.82386,3.23855,0.095048,4.802e-05,4.802e-05
4,46.4414,1.40214,2.90868,1.67683,0.0036,0.45455,0.02046,0.0065,2.85005,3.82052,3.58776,0.0930658,6.5842e-05,6.5842e-05
5,57.8706,1.29061,2.60324,1.58774,0.00324,0.40909,0.04559,0.0074,2.81148,3.91332,3.56913,0.0910829,8.2872e-05,8.2872e-05
6,68.4233,1.11606,2.33873,1.46739,0.00372,0.5,0.06566,0.01223,2.6931,3.81039,3.37094,0.0890991,9.911e-05,9.911e-05
7,79.2351,1.16036,1.97251,1.38376,0.00313,0.5,0.07664,0.01308,2.75328,3.79219,3.42954,0.0871146,0.000114556,0.000114556
8,90.0371,1.0815,1.79042,1.28206,0.00354,0.54545,0.09417,0.01898,2.63093,3.711,3.14209,0.0851292,0.00012921,0.00012921
9,100.573,1.22173,1.5672,1.39172,0.00437,0.63636,0.13109,0.03166,2.59492,3.65274,3.1491,0.0831431,0.000143072,0.000143072
10,111.221,1.09113,1.31962,1.31457,0.00455,0.63636,0.21872,0.05207,2.42629,3.62624,2.78044,0.0811561,0.000156142,0.000156142
11,121.759,1.0431,1.23282,1.2465,0.00509,0.68182,0.34628,0.08894,2.29625,3.60638,2.59388,0.0791684,0.00016842,0.00016842
12,132.732,1.07848,1.18748,1.32198,0.00504,0.68182,0.37303,0.11194,2.25935,3.60376,2.47779,0.0771799,0.000179906,0.000179906
13,143.57,1.15878,1.11821,1.31721,0.00452,0.63636,0.38067,0.15081,2.21535,3.5536,2.34949,0.0751906,0.0001906,0.0001906
14,154.219,0.94519,1.0583,1.2475,0.00476,0.68182,0.4316,0.15558,2.19944,3.56124,2.28352,0.0732005,0.000200502,0.000200502
15,165.163,0.96203,1.02714,1.19724,0.00704,0.72727,0.39484,0.13786,2.08842,3.58809,2.10793,0.0712096,0.000209612,0.000209612
16,176.888,0.99967,0.92242,1.24521,0.01304,0.68182,0.46441,0.18466,1.927,3.58407,1.9444,0.0692179,0.00021793,0.00021793
17,187.741,0.79681,0.84639,1.09614,0.02538,0.68182,0.44635,0.16526,1.81765,3.59374,1.8357,0.0672255,0.000225456,0.000225456
18,198.496,0.97298,0.81258,1.22534,0.04748,0.72727,0.50097,0.18791,1.74203,3.5978,1.73361,0.0652322,0.00023219,0.00023219
19,209.316,0.93467,0.85343,1.13349,0.07767,0.72727,0.54505,0.19585,1.66541,3.61033,1.66537,0.0632381,0.000238132,0.000238132
20,220.448,0.8796,0.76182,1.15099,0.10135,0.68182,0.58792,0.23559,1.60604,3.59583,1.72408,0.0612433,0.000243282,0.000243282
21,231.808,0.86829,0.77058,1.19425,0.11538,0.68182,0.61298,0.22781,1.60942,3.56874,1.78073,0.0592476,0.00024764,0.00024764
22,242.896,0.89858,0.74472,1.09484,0.12195,0.68182,0.63592,0.26957,1.58683,3.4935,1.72964,0.0572512,0.000251206,0.000251206
23,255.02,0.88662,0.70719,1.17506,0.11194,0.68182,0.6396,0.33025,1.57268,3.39384,1.68116,0.055254,0.00025398,0.00025398
24,266.153,0.74063,0.64819,1.06238,0.11679,0.72727,0.66947,0.38608,1.435,3.3039,1.52802,0.053256,0.000255962,0.000255962
25,277.838,0.77282,0.65707,1.16931,0.1194,0.72727,0.70967,0.43607,1.31194,3.178,1.43999,0.0512572,0.000257152,0.000257152
26,289.315,0.77086,0.63644,1.11511,0.1223,0.77273,0.67483,0.41773,1.29686,3.1646,1.44081,0.0492576,0.00025755,0.00025755
27,301.319,0.70274,0.66279,1.0274,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.0472572,0.000257156,0.000257156
28,313.118,0.7952,0.60829,1.04915,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.045256,0.00025597,0.00025597
29,325.363,0.79848,0.62605,1.04237,0.58547,0.54545,0.55157,0.31585,1.44694,3.20819,1.65845,0.043254,0.000253992,0.000253992
30,337.092,0.6908,0.56685,0.98263,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0412512,0.000251222,0.000251222
31,348.614,0.73477,0.57423,1.04374,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0392477,0.00024766,0.00024766
32,359.56,0.81546,0.5682,1.07742,0.6518,0.34134,0.52242,0.33308,1.24021,3.11825,1.41754,0.0372433,0.000243306,0.000243306
33,371.143,0.70096,0.63022,1.08016,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0352382,0.00023816,0.00023816
34,382.578,0.65597,0.57408,1.03377,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0332322,0.000232222,0.000232222
35,394.695,0.7391,0.52833,1.00036,0.8182,0.40916,0.67658,0.52576,0.92807,2.6399,1.14622,0.0312255,0.000225492,0.000225492
36,408.962,0.57453,0.58847,0.988,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.029218,0.00021797,0.00021797
37,424.138,0.72481,0.54629,1.00009,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.0272097,0.000209656,0.000209656
38,438.221,0.65357,0.55234,0.97769,0.88477,0.54545,0.86079,0.68167,0.79029,2.17162,1.05109,0.0252006,0.00020055,0.00020055
39,452.236,0.65771,0.55881,1.06394,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.0231907,0.000190652,0.000190652
40,464.179,0.5946,0.57716,0.93166,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.02118,0.000179962,0.000179962
41,475.431,0.61583,0.53606,0.93355,1,0.70191,0.94886,0.79327,0.68607,1.77463,0.99544,0.0191685,0.00016848,0.00016848
42,487.254,0.49171,0.498,0.89292,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0171562,0.000156206,0.000156206
43,499.317,0.5403,0.5251,0.95738,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0151431,0.00014314,0.00014314
44,509.985,0.58983,0.48889,0.99425,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0131293,0.000129282,0.000129282
45,520.621,0.58885,0.52506,0.94606,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0111146,0.000114632,0.000114632
46,531.139,0.61842,0.5498,0.97063,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00909919,9.919e-05,9.919e-05
47,541.726,0.55389,0.51377,1.00816,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00708296,8.2956e-05,8.2956e-05
48,553.971,0.70103,0.51216,1.05508,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00506593,6.593e-05,6.593e-05
49,564.264,0.57022,0.49781,0.94913,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00304811,4.8112e-05,4.8112e-05
50,574.706,0.63041,0.5096,0.96156,0.98977,0.95455,0.9902,0.85902,0.5715,0.97579,0.94487,0.0010295,2.9502e-05,2.9502e-05
1,18.579,2.17332,3.83176,2.55797,0.00227,0.68182,0.20633,0.05644,2.04683,3.96982,2.34782,0.09901,1e-05,1e-05
2,32.0017,1.80894,3.38675,2.1393,0.00371,0.5,0.17016,0.05936,2.26772,4.02498,2.95793,0.0970294,2.9406e-05,2.9406e-05
3,43.9642,1.57776,3.12516,1.90004,0.00435,0.54545,0.04081,0.00919,2.56161,3.82386,3.23855,0.095048,4.802e-05,4.802e-05
4,55.9461,1.40214,2.90868,1.67683,0.0036,0.45455,0.02046,0.0065,2.85005,3.82052,3.58776,0.0930658,6.5842e-05,6.5842e-05
5,66.63,1.29061,2.60324,1.58774,0.00324,0.40909,0.04559,0.0074,2.81148,3.91332,3.56913,0.0910829,8.2872e-05,8.2872e-05
6,77.0018,1.11606,2.33873,1.46739,0.00372,0.5,0.06566,0.01223,2.6931,3.81039,3.37094,0.0890991,9.911e-05,9.911e-05
7,87.4009,1.16036,1.97251,1.38376,0.00313,0.5,0.07664,0.01308,2.75328,3.79219,3.42954,0.0871146,0.000114556,0.000114556
8,97.7195,1.0815,1.79042,1.28206,0.00354,0.54545,0.09417,0.01898,2.63093,3.711,3.14209,0.0851292,0.00012921,0.00012921
9,107.984,1.22173,1.5672,1.39172,0.00437,0.63636,0.13109,0.03166,2.59492,3.65274,3.1491,0.0831431,0.000143072,0.000143072
10,119.885,1.09113,1.31962,1.31457,0.00455,0.63636,0.21872,0.05207,2.42629,3.62624,2.78044,0.0811561,0.000156142,0.000156142
11,130.568,1.0431,1.23282,1.2465,0.00509,0.68182,0.34628,0.08894,2.29625,3.60638,2.59388,0.0791684,0.00016842,0.00016842
12,141.597,1.07848,1.18748,1.32198,0.00504,0.68182,0.37303,0.11194,2.25935,3.60376,2.47779,0.0771799,0.000179906,0.000179906
13,152.311,1.15878,1.11821,1.31721,0.00452,0.63636,0.38067,0.15081,2.21535,3.5536,2.34949,0.0751906,0.0001906,0.0001906
14,163.314,0.94519,1.0583,1.2475,0.00476,0.68182,0.4316,0.15558,2.19944,3.56124,2.28352,0.0732005,0.000200502,0.000200502
15,174.112,0.96203,1.02714,1.19724,0.00704,0.72727,0.39484,0.13786,2.08842,3.58809,2.10793,0.0712096,0.000209612,0.000209612
16,184.267,0.99967,0.92242,1.24521,0.01304,0.68182,0.46441,0.18466,1.927,3.58407,1.9444,0.0692179,0.00021793,0.00021793
17,194.681,0.79681,0.84639,1.09614,0.02538,0.68182,0.44635,0.16526,1.81765,3.59374,1.8357,0.0672255,0.000225456,0.000225456
18,205.143,0.97298,0.81258,1.22534,0.04748,0.72727,0.50097,0.18791,1.74203,3.5978,1.73361,0.0652322,0.00023219,0.00023219
19,215.408,0.93467,0.85343,1.13349,0.07767,0.72727,0.54505,0.19585,1.66541,3.61033,1.66537,0.0632381,0.000238132,0.000238132
20,226.628,0.8796,0.76182,1.15099,0.10135,0.68182,0.58792,0.23559,1.60604,3.59583,1.72408,0.0612433,0.000243282,0.000243282
21,240.412,0.86829,0.77058,1.19425,0.11538,0.68182,0.61298,0.22781,1.60942,3.56874,1.78073,0.0592476,0.00024764,0.00024764
22,254.813,0.89858,0.74472,1.09484,0.12195,0.68182,0.63592,0.26957,1.58683,3.4935,1.72964,0.0572512,0.000251206,0.000251206
23,268.218,0.88662,0.70719,1.17506,0.11194,0.68182,0.6396,0.33025,1.57268,3.39384,1.68116,0.055254,0.00025398,0.00025398
24,280.984,0.74063,0.64819,1.06238,0.11679,0.72727,0.66947,0.38608,1.435,3.3039,1.52802,0.053256,0.000255962,0.000255962
25,293.285,0.77282,0.65707,1.16931,0.1194,0.72727,0.70967,0.43607,1.31194,3.178,1.43999,0.0512572,0.000257152,0.000257152
26,304.436,0.77086,0.63644,1.11511,0.1223,0.77273,0.67483,0.41773,1.29686,3.1646,1.44081,0.0492576,0.00025755,0.00025755
27,315.779,0.70274,0.66279,1.0274,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.0472572,0.000257156,0.000257156
28,330.181,0.7952,0.60829,1.04915,0.61065,0.54545,0.58462,0.35466,1.43294,3.16897,1.61664,0.045256,0.00025597,0.00025597
29,342.71,0.79848,0.62605,1.04237,0.58547,0.54545,0.55157,0.31585,1.44694,3.20819,1.65845,0.043254,0.000253992,0.000253992
30,354.795,0.6908,0.56685,0.98263,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0412512,0.000251222,0.000251222
31,365.687,0.73477,0.57423,1.04374,0.72621,0.45455,0.51595,0.30189,1.40401,3.20648,1.61408,0.0392477,0.00024766,0.00024766
32,377.183,0.81546,0.5682,1.07742,0.6518,0.34134,0.52242,0.33308,1.24021,3.11825,1.41754,0.0372433,0.000243306,0.000243306
33,389.492,0.70096,0.63022,1.08016,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0352382,0.00023816,0.00023816
34,401.76,0.65597,0.57408,1.03377,0.73373,0.25202,0.59721,0.45294,1.07026,2.89881,1.27031,0.0332322,0.000232222,0.000232222
35,412.313,0.7391,0.52833,1.00036,0.8182,0.40916,0.67658,0.52576,0.92807,2.6399,1.14622,0.0312255,0.000225492,0.000225492
36,422.873,0.57453,0.58847,0.988,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.029218,0.00021797,0.00021797
37,433.294,0.72481,0.54629,1.00009,0.85332,0.54545,0.75312,0.57568,0.87172,2.41208,1.10005,0.0272097,0.000209656,0.000209656
38,443.658,0.65357,0.55234,0.97769,0.88477,0.54545,0.86079,0.68167,0.79029,2.17162,1.05109,0.0252006,0.00020055,0.00020055
39,454.195,0.65771,0.55881,1.06394,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.0231907,0.000190652,0.000190652
40,464.688,0.5946,0.57716,0.93166,1,0.59071,0.9182,0.76331,0.72446,1.96196,1.00584,0.02118,0.000179962,0.000179962
41,475.409,0.61583,0.53606,0.93355,1,0.70191,0.94886,0.79327,0.68607,1.77463,0.99544,0.0191685,0.00016848,0.00016848
42,485.951,0.49171,0.498,0.89292,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0171562,0.000156206,0.000156206
43,496.358,0.5403,0.5251,0.95738,1,0.72205,0.96144,0.81334,0.66182,1.62102,0.99537,0.0151431,0.00014314,0.00014314
44,506.708,0.58983,0.48889,0.99425,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0131293,0.000129282,0.000129282
45,517.169,0.58885,0.52506,0.94606,1,0.91261,0.96283,0.80693,0.63119,1.43542,0.98221,0.0111146,0.000114632,0.000114632
46,527.438,0.61842,0.5498,0.97063,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00909919,9.919e-05,9.919e-05
47,537.876,0.55389,0.51377,1.00816,0.99177,0.95455,0.96245,0.84355,0.60384,1.25817,0.96674,0.00708296,8.2956e-05,8.2956e-05
48,548.215,0.70103,0.51216,1.05508,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00506593,6.593e-05,6.593e-05
49,558.687,0.57022,0.49781,0.94913,0.98843,0.95455,0.97547,0.85076,0.58269,1.10869,0.95367,0.00304811,4.8112e-05,4.8112e-05
50,569.335,0.63041,0.5096,0.96156,0.98977,0.95455,0.9902,0.85902,0.5715,0.97579,0.94487,0.0010295,2.9502e-05,2.9502e-05
1,26.6159,2.11366,3.84988,2.43513,0.00227,0.68182,0.04567,0.01761,1.89285,4.32565,2.67155,0.09901,1e-05,1e-05
2,41.7933,2.11085,3.78255,2.512,0.00227,0.68182,0.00344,0.00104,2.13426,4.30466,2.88039,0.0970294,2.9406e-05,2.9406e-05
